"","AGE","SEX","YEAR"
"62264",77,2,2016
"62265",57,2,2016
"62266",26,2,2016
"62267",48,2,2016
"62268",51,2,2016
"62269",42,1,2016
"62270",22,2,2016
"62271",49,1,2016
"62272",29,2,2016
"62273",70,2,2016
"62274",42,2,2016
"62275",54,2,2016
"62276",25,1,2016
"62277",53,2,2016
"62278",24,1,2016
"62279",82,2,2016
"62280",52,2,2016
"62281",24,1,2016
"62282",60,1,2016
"62283",22,2,2016
"62284",34,2,2016
"62285",54,2,2016
"62286",31,1,2016
"62287",42,2,2016
"62288",55,1,2016
"62289",78,1,2016
"62290",59,2,2016
"62291",56,1,2016
"62292",57,1,2016
"62293",55,2,2016
"62294",63,1,2016
"62295",37,1,2016
"62296",71,1,2016
"62297",54,2,2016
"62298",78,2,2016
"62299",40,1,2016
"62300",51,2,2016
"62301",22,1,2016
"62302",83,2,2016
"62303",69,2,2016
"62304",46,1,2016
"62305",34,2,2016
"62306",36,2,2016
"62307",25,2,2016
"62308",43,1,2016
"62309",36,2,2016
"62310",61,2,2016
"62311",53,2,2016
"62312",72,2,2016
"62313",31,1,2016
"62314",31,1,2016
"62315",21,2,2016
"62316",34,2,2016
"62317",32,2,2016
"62318",63,1,2016
"62319",39,2,2016
"62320",49,2,2016
"62321",34,1,2016
"62322",73,2,2016
"62323",57,2,2016
"62324",83,1,2016
"62325",77,1,2016
"62326",69,1,2016
"62327",29,1,2016
"62328",63,2,2016
"62329",38,2,2016
"62330",53,1,2016
"62331",61,2,2016
"62332",43,2,2016
"62333",48,1,2016
"62334",54,2,2016
"62335",32,2,2016
"62336",56,1,2016
"62337",69,1,2016
"62338",39,1,2016
"62339",43,2,2016
"62340",53,2,2016
"62341",54,2,2016
"62342",79,2,2016
"62343",71,2,2016
"62344",61,2,2016
"62345",23,1,2016
"62346",55,1,2016
"62347",60,2,2016
"62348",72,1,2016
"62349",60,2,2016
"62350",44,2,2016
"62351",62,1,2016
"62352",50,1,2016
"62353",35,2,2016
"62354",38,2,2016
"62355",61,1,2016
"62356",26,1,2016
"62357",61,2,2016
"62358",33,2,2016
"62359",46,2,2016
"62360",87,2,2016
"62361",46,1,2016
"62362",50,1,2016
"62363",39,1,2016
"62364",24,2,2016
"62365",64,1,2016
"62366",42,2,2016
"62367",43,2,2016
"62368",38,1,2016
"62369",24,2,2016
"62370",32,2,2016
"62371",25,2,2016
"62372",20,1,2016
"62373",40,2,2016
"62374",59,2,2016
"62375",50,1,2016
"62376",52,2,2016
"62377",67,2,2016
"62378",39,2,2016
"62379",67,1,2016
"62380",42,1,2016
"62381",30,1,2016
"62382",69,2,2016
"62383",33,2,2016
"62384",52,2,2016
"62385",31,2,2016
"62386",43,2,2016
"62387",55,2,2016
"62388",55,2,2016
"62389",29,1,2016
"62390",26,2,2016
"62391",79,2,2016
"62392",31,2,2016
"62393",76,1,2016
"62394",34,2,2016
"62395",79,1,2016
"62396",23,2,2016
"62397",66,1,2016
"62398",69,1,2016
"62399",59,2,2016
"62400",26,1,2016
"62401",74,2,2016
"62402",34,2,2016
"62403",83,2,2016
"62404",54,2,2016
"62405",38,2,2016
"62406",61,2,2016
"62407",56,1,2016
"62408",58,2,2016
"62409",40,1,2016
"62410",53,2,2016
"62411",63,2,2016
"62412",62,1,2016
"62413",66,2,2016
"62414",82,2,2016
"62415",42,1,2016
"62416",53,2,2016
"62417",46,1,2016
"62418",55,1,2016
"62419",57,2,2016
"62420",51,1,2016
"62421",78,2,2016
"62422",81,2,2016
"62423",18,2,2016
"62424",71,2,2016
"62425",64,2,2016
"62426",19,1,2016
"62427",55,2,2016
"62428",85,2,2016
"62429",62,1,2016
"62430",65,2,2016
"62431",35,2,2016
"62432",27,2,2016
"62433",88,1,2016
"62434",78,2,2016
"62435",44,2,2016
"62436",60,1,2016
"62437",47,1,2016
"62438",30,2,2016
"62439",52,1,2016
"62440",72,2,2016
"62441",66,2,2016
"62442",38,1,2016
"62443",74,1,2016
"62444",24,2,2016
"62445",49,2,2016
"62446",68,1,2016
"62447",58,2,2016
"62448",62,2,2016
"62449",34,2,2016
"62450",56,1,2016
"62451",40,1,2016
"62452",63,2,2016
"62453",40,1,2016
"62454",68,1,2016
"62455",21,1,2016
"62456",35,2,2016
"62457",41,2,2016
"62458",56,2,2016
"62459",57,1,2016
"62460",68,2,2016
"62461",75,2,2016
"62462",57,2,2016
"62463",77,1,2016
"62464",87,2,2016
"62465",55,2,2016
"62466",72,1,2016
"62467",43,1,2018
"62468",74,2,2018
"62469",42,1,2018
"62470",63,2,2018
"62471",71,1,2018
"62472",67,2,2018
"62473",59,2,2018
"62474",43,1,2018
"62475",62,2,2018
"62476",55,1,2018
"62477",59,1,2018
"62478",34,2,2018
"62479",61,2,2018
"62480",44,1,2018
"62481",41,2,2018
"62482",75,2,2018
"62483",55,2,2018
"62484",30,2,2018
"62485",40,2,2018
"62486",30,1,2018
"62487",34,2,2018
"62488",29,2,2018
"62489",40,2,2018
"62490",37,1,2018
"62491",56,2,2018
"62492",82,1,2018
"62493",68,2,2018
"62494",42,2,2018
"62495",40,2,2018
"62496",20,1,2018
"62497",74,2,2018
"62498",89,1,2018
"62499",60,2,2018
"62500",56,2,2018
"62501",55,2,2018
"62502",65,1,2018
"62503",71,2,2018
"62504",34,1,2018
"62505",45,1,2018
"62506",50,2,2018
"62507",65,2,2018
"62508",52,1,2018
"62509",62,2,2018
"62510",60,1,2018
"62511",62,2,2018
"62512",46,2,2018
"62513",40,1,2018
"62514",53,2,2018
"62515",75,1,2018
"62516",67,2,2018
"62517",22,1,2018
"62518",42,2,2018
"62519",59,2,2018
"62520",33,2,2018
"62521",46,1,2018
"62522",55,1,2018
"62523",43,2,2018
"62524",45,2,2018
"62525",23,1,2018
"62526",28,2,2018
"62527",27,2,2018
"62528",42,2,2018
"62529",41,2,2018
"62530",64,2,2018
"62531",53,1,2018
"62532",79,1,2018
"62533",34,1,2018
"62534",59,2,2018
"62535",32,2,2018
"62536",33,2,2018
"62537",35,1,2018
"62538",37,1,2018
"62539",28,2,2018
"62540",42,2,2018
"62541",21,1,2018
"62542",33,2,2018
"62543",37,2,2018
"62544",89,2,2018
"62545",47,2,2018
"62546",63,2,2018
"62547",71,2,2018
"62548",42,2,2018
"62549",37,2,2018
"62550",40,2,2018
"62551",70,1,2018
"62552",28,1,2018
"62553",53,2,2018
"62554",46,1,2018
"62555",55,1,2018
"62556",28,1,2018
"62557",42,1,2018
"62558",77,2,2018
"62559",29,1,2018
"62560",62,2,2018
"62561",30,2,2018
"62562",22,1,2018
"62563",69,2,2018
"62564",45,1,2018
"62565",32,2,2018
"62566",60,2,2018
"62567",48,1,2018
"62568",81,2,2018
"62569",50,1,2018
"62570",78,2,2018
"62571",56,1,2018
"62572",60,1,2018
"62573",23,1,2018
"62574",67,2,2018
"62575",54,2,2018
"62576",62,2,2018
"62577",55,2,2018
"62578",56,2,2018
"62579",58,1,2018
"62580",74,2,2018
"62581",70,1,2018
"62582",35,1,2018
"62583",65,1,2018
"62584",42,2,2018
"62585",48,2,2018
"62586",32,1,2018
"62587",56,2,2018
"62588",61,2,2018
"62589",76,2,2018
"62590",59,2,2018
"62591",69,1,2018
"62592",48,1,2018
"62593",68,2,2018
"62594",39,2,2018
"62595",38,1,2018
"62596",39,2,2018
"62597",52,2,2018
"62598",41,2,2018
"62599",60,1,2018
"62600",69,1,2018
"62601",60,1,2018
"62602",22,2,2018
"62603",33,1,2018
"62604",35,2,2018
"62605",38,2,2018
"62606",25,2,2018
"62607",55,1,2018
"62608",34,1,2018
"62609",49,1,2018
"62610",18,1,2018
"62611",56,1,2018
"62612",19,1,2018
"62613",34,1,2018
"62614",26,2,2018
"62615",28,1,2018
"62616",59,2,2018
"62617",39,2,2018
"62618",77,2,2018
"62619",35,2,2018
"62620",46,2,2018
"62621",57,1,2018
"62622",35,2,2018
"62623",58,2,2018
"62624",20,2,2018
"62625",48,2,2018
"62626",51,2,2018
"62627",18,2,2018
"62628",18,2,2018
"62629",41,2,2018
"62630",51,2,2018
"62631",41,2,2018
"62632",71,2,2018
"62633",43,1,2018
"62634",53,1,2018
"62635",46,1,2018
"62636",36,1,2018
"62637",19,1,2018
"62638",65,1,2018
"62639",60,2,2018
"62640",63,2,2018
"62641",36,1,2018
"62642",40,2,2018
"62643",42,2,2018
"62644",61,1,2018
"62645",27,1,2018
"62646",52,1,2018
"62647",36,2,2018
"62648",74,2,2018
"62649",36,1,2018
"62650",34,1,2018
"62651",46,1,2018
"62652",21,2,2018
"62653",72,2,2018
"62654",46,1,2018
"62655",21,2,2018
"62656",46,1,2018
"62657",53,1,2018
"62658",74,2,2018
"62659",70,1,2018
"62660",36,2,2018
"62661",57,1,2018
"62662",60,1,2018
"62663",53,2,2018
"62664",69,1,2018
"62665",38,2,2018
"62666",48,2,2018
"62667",30,1,2018
"62668",29,1,2018
"62669",68,2,2018
"62670",64,2,2018
"62671",43,1,2018
"62672",69,2,2018
"62673",47,1,2018
"62674",57,1,2018
"62675",50,1,2018
"62676",25,2,2018
"62677",75,1,2018
"62678",46,1,2018
"62679",77,2,2018
"62680",18,2,2018
"62681",62,2,2018
"62682",30,2,2018
"62683",70,2,2018
"62684",50,1,2018
"62685",44,2,2018
"62686",33,2,2018
"62687",34,2,2018
"62688",46,2,2018
"62689",51,1,2018
"62690",28,1,2018
"62691",74,1,2018
"62692",29,2,2018
"62693",49,1,2018
"62694",28,2,2018
"62695",48,2,2018
"62696",24,2,2018
"62697",51,2,2018
"62698",42,2,2018
"62699",44,1,2018
"62700",33,2,2018
"62701",29,1,2018
"62702",48,2,2018
"62703",62,2,2018
"62704",88,2,2018
"62705",65,1,2018
"62706",28,2,2018
"62707",58,2,2018
"62708",26,1,2018
"62709",61,2,2018
"62710",30,2,2018
"62711",22,2,2018
"62712",24,2,2018
"62713",29,1,2018
"62714",70,1,2018
"62715",34,1,2018
"62716",66,1,2018
"62717",84,2,2018
"62718",37,1,2018
"62719",61,2,2018
"62720",58,2,2018
"62721",88,1,2018
"62722",80,2,2018
"62723",36,1,2018
"62724",33,2,2018
"62725",81,1,2018
"62726",31,1,2018
"62727",69,2,2018
"62728",26,1,2018
"62729",45,1,2018
"62730",54,2,2018
"62731",61,2,2018
"62732",19,1,2018
"62733",58,1,2018
"62734",50,2,2018
"62735",36,1,2018
"62736",27,2,2018
"62737",51,1,2018
"62738",48,1,2018
"62739",29,2,2018
"62740",65,2,2018
"62741",67,2,2018
"62742",53,1,2018
"62743",45,1,2018
"62744",36,2,2018
"62745",60,1,2018
"62746",63,2,2018
"62747",52,2,2018
"62748",34,1,2018
"62749",58,1,2018
"62750",63,1,2018
"62751",71,2,2018
"62752",67,2,2018
"62753",65,2,2018
"62754",39,2,2018
"62755",46,2,2018
"62756",83,2,2018
"62757",59,1,2018
"62758",63,2,2018
"62759",38,2,2018
"62760",50,1,2018
"62761",18,2,2018
"62762",45,2,2018
"62763",18,2,2018
"62764",39,1,2018
"62765",31,2,2018
"62766",44,2,2018
"62767",46,2,2018
"62768",56,2,2018
"62769",37,1,2018
"62770",52,2,2018
"62771",69,1,2018
"62772",34,1,2018
"62773",25,1,2018
"62774",33,1,2018
"62775",45,2,2018
"62776",57,1,2018
"62777",77,1,2018
"62778",29,1,2018
"62779",58,1,2018
"62780",42,1,2018
"62781",65,1,2018
"62782",25,2,2018
"62783",76,1,2018
"62784",73,2,2018
"62785",34,2,2018
"62786",51,1,2018
"62787",78,2,2018
"62788",53,1,2018
"62789",83,1,2018
"62790",58,2,2018
"62791",73,1,2018
"62792",83,2,2018
"62793",86,1,2018
"62794",70,2,2018
"62795",31,2,2018
"62796",24,2,2018
"62797",42,1,2018
"62798",34,2,2018
"62799",70,2,2018
"62800",37,2,2018
"62801",70,1,2018
"62802",71,1,2018
"62803",26,2,2018
"62804",54,1,2018
"62805",40,2,2018
"62806",56,2,2018
"62807",60,1,2018
"62808",72,1,2018
"62809",35,2,2018
"62810",55,1,2018
"62811",28,2,2018
"62812",77,2,2018
"62813",30,2,2018
"62814",67,2,2018
"62815",53,2,2018
"62816",37,2,2018
"62817",51,2,2018
"62818",35,2,2018
"62819",60,2,2018
"62820",68,1,2018
"62821",43,1,2018
"62822",36,2,2018
"62823",34,2,2018
"62824",39,1,2018
"62825",52,1,2018
"62826",70,1,2018
"62827",60,1,2018
"62828",61,2,2018
"62829",32,2,2018
"62830",40,2,2018
"62831",44,1,2018
"62832",67,2,2018
"62833",70,2,2018
"62834",27,2,2018
"62835",30,2,2018
"62836",61,1,2018
"62837",30,1,2018
"62838",38,1,2018
"62839",27,2,2018
"62840",67,2,2018
"62841",45,1,2018
"62842",68,2,2018
"62843",18,2,2018
"62844",77,2,2018
"62845",78,2,2018
"62846",61,2,2018
"62847",72,1,2018
"62848",89,2,2018
"62849",75,2,2018
"62850",48,1,2018
"62851",48,2,2018
"62852",41,2,2018
"62853",30,2,2018
"62854",29,2,2018
"62855",38,1,2018
"62856",76,2,2018
"62857",55,2,2018
"62858",28,1,2018
"62859",18,2,2018
"62860",24,2,2018
"62861",34,1,2018
"62862",77,2,2018
"62863",89,1,2018
"62864",69,1,2018
"62865",70,1,2018
"62866",71,2,2018
"62867",34,1,2018
"62868",77,2,2018
"62869",20,2,2018
"62870",38,2,2018
"62871",29,2,2018
"62872",69,1,2018
"62873",36,2,2018
"62874",43,2,2018
"62875",64,2,2018
"62876",53,1,2018
"62877",69,2,2018
"62878",39,2,2018
"62879",57,1,2018
"62880",63,2,2018
"62881",75,2,2018
"62882",32,1,2018
"62883",46,1,2018
"62884",41,1,2018
"62885",-99,2,2018
"62886",49,2,2018
"62887",65,1,2018
"62888",59,2,2018
"62889",47,1,2018
"62890",27,2,2018
"62891",57,2,2018
"62892",74,2,2018
"62893",51,2,2018
"62894",44,1,2018
"62895",46,2,2018
"62896",42,2,2018
"62897",65,2,2018
"62898",36,1,2018
"62899",80,2,2018
"62900",32,2,2018
"62901",89,1,2018
"62902",40,2,2018
"62903",88,2,2018
"62904",59,2,2018
"62905",55,2,2018
"62906",31,2,2018
"62907",31,1,2018
"62908",35,2,2018
"62909",32,2,2018
"62910",48,2,2018
"62911",24,2,2018
"62912",22,1,2018
"62913",37,2,2018
"62914",34,2,2018
"62915",89,2,2018
"62916",55,2,2018
"62917",46,1,2018
"62918",29,2,2018
"62919",83,2,2018
"62920",33,2,2018
"62921",46,2,2018
"62922",19,1,2018
"62923",65,1,2018
"62924",37,2,2018
"62925",64,2,2018
"62926",22,2,2018
"62927",28,1,2018
"62928",24,2,2018
"62929",43,1,2018
"62930",32,1,2018
"62931",76,2,2018
"62932",21,2,2018
"62933",48,2,2018
"62934",76,1,2018
"62935",55,2,2018
"62936",70,2,2018
"62937",66,2,2018
"62938",37,2,2018
"62939",70,2,2018
"62940",43,1,2018
"62941",19,2,2018
"62942",70,1,2018
"62943",40,2,2018
"62944",59,1,2018
"62945",70,2,2018
"62946",31,1,2018
"62947",51,2,2018
"62948",32,2,2018
"62949",60,2,2018
"62950",27,1,2018
"62951",89,1,2018
"62952",50,2,2018
"62953",44,2,2018
"62954",85,2,2018
"62955",33,1,2018
"62956",31,2,2018
"62957",46,2,2018
"62958",72,1,2018
"62959",50,2,2018
"62960",66,1,2018
"62961",35,2,2018
"62962",35,2,2018
"62963",33,2,2018
"62964",66,2,2018
"62965",53,1,2018
"62966",37,2,2018
"62967",33,1,2018
"62968",28,1,2018
"62969",30,2,2018
"62970",37,1,2018
"62971",38,1,2018
"62972",84,1,2018
"62973",66,1,2018
"62974",29,2,2018
"62975",39,1,2018
"62976",33,2,2018
"62977",68,2,2018
"62978",70,2,2018
"62979",50,1,2018
"62980",54,1,2018
"62981",45,1,2018
"62982",48,2,2018
"62983",73,1,2018
"62984",77,2,2018
"62985",59,2,2018
"62986",72,1,2018
"62987",68,1,2018
"62988",60,2,2018
"62989",63,1,2018
"62990",45,1,2018
"62991",35,2,2018
"62992",22,2,2018
"62993",36,2,2018
"62994",76,2,2018
"62995",61,2,2018
"62996",56,2,2018
"62997",26,2,2018
"62998",59,1,2018
"62999",55,1,2018
"63000",57,1,2018
"63001",59,2,2018
"63002",33,2,2018
"63003",75,2,2018
"63004",61,1,2018
"63005",39,2,2018
"63006",38,2,2018
"63007",49,2,2018
"63008",71,1,2018
"63009",47,1,2018
"63010",52,1,2018
"63011",35,2,2018
"63012",54,2,2018
"63013",39,2,2018
"63014",70,1,2018
"63015",78,2,2018
"63016",74,2,2018
"63017",65,1,2018
"63018",61,1,2018
"63019",53,2,2018
"63020",21,2,2018
"63021",41,2,2018
"63022",62,2,2018
"63023",71,1,2018
"63024",89,1,2018
"63025",66,1,2018
"63026",28,1,2018
"63027",85,2,2018
"63028",70,1,2018
"63029",29,2,2018
"63030",39,1,2018
"63031",28,1,2018
"63032",74,2,2018
"63033",53,2,2018
"63034",66,1,2018
"63035",67,1,2018
"63036",-99,2,2018
"63037",28,2,2018
"63038",23,2,2018
"63039",37,1,2018
"63040",27,1,2018
"63041",32,2,2018
"63042",40,2,2018
"63043",22,2,2018
"63044",38,1,2018
"63045",45,2,2018
"63046",63,1,2018
"63047",30,2,2018
"63048",25,1,2018
"63049",44,2,2018
"63050",56,1,2018
"63051",45,2,2018
"63052",27,2,2018
"63053",53,1,2018
"63054",66,2,2018
"63055",48,2,2018
"63056",50,2,2018
"63057",18,2,2018
"63058",51,1,2018
"63059",63,2,2018
"63060",57,2,2018
"63061",68,1,2018
"63062",64,1,2018
"63063",26,1,2018
"63064",58,2,2018
"63065",53,2,2018
"63066",28,1,2018
"63067",30,2,2018
"63068",53,1,2018
"63069",56,1,2018
"63070",20,1,2018
"63071",64,2,2018
"63072",40,1,2018
"63073",64,2,2018
"63074",39,2,2018
"63075",42,2,2018
"63076",22,1,2018
"63077",51,1,2018
"63078",40,2,2018
"63079",40,1,2018
"63080",24,2,2018
"63081",27,2,2018
"63082",34,2,2018
"63083",24,2,2018
"63084",34,2,2018
"63085",44,2,2018
"63086",80,2,2018
"63087",61,2,2018
"63088",39,2,2018
"63089",41,2,2018
"63090",34,1,2018
"63091",70,2,2018
"63092",49,2,2018
"63093",59,2,2018
"63094",31,2,2018
"63095",77,1,2018
"63096",40,2,2018
"63097",53,2,2018
"63098",29,2,2018
"63099",39,2,2018
"63100",27,2,2018
"63101",62,1,2018
"63102",48,2,2018
"63103",28,2,2018
"63104",47,1,2018
"63105",42,2,2018
"63106",38,2,2018
"63107",53,1,2018
"63108",40,1,2018
"63109",57,1,2018
"63110",51,1,2018
"63111",60,2,2018
"63112",55,2,2018
"63113",40,2,2018
"63114",25,1,2018
"63115",19,2,2018
"63116",46,1,2018
"63117",60,2,2018
"63118",22,2,2018
"63119",29,2,2018
"63120",28,1,2018
"63121",36,2,2018
"63122",29,2,2018
"63123",40,1,2018
"63124",47,1,2018
"63125",-99,2,2018
"63126",51,1,2018
"63127",63,1,2018
"63128",33,1,2018
"63129",47,2,2018
"63130",26,2,2018
"63131",68,1,2018
"63132",36,2,2018
"63133",34,1,2018
"63134",30,2,2018
"63135",71,2,2018
"63136",28,2,2018
"63137",65,1,2018
"63138",49,1,2018
"63139",32,1,2018
"63140",21,2,2018
"63141",38,2,2018
"63142",22,1,2018
"63143",50,1,2018
"63144",86,1,2018
"63145",59,2,2018
"63146",28,2,2018
"63147",54,1,2018
"63148",71,2,2018
"63149",58,2,2018
"63150",88,2,2018
"63151",34,1,2018
"63152",52,2,2018
"63153",71,2,2018
"63154",21,2,2018
"63155",23,1,2018
"63156",82,1,2018
"63157",34,1,2018
"63158",32,2,2018
"63159",43,2,2018
"63160",75,2,2018
"63161",46,1,2018
"63162",33,1,2018
"63163",79,2,2018
"63164",50,2,2018
"63165",40,2,2018
"63166",89,2,2018
"63167",65,1,2018
"63168",69,2,2018
"63169",73,1,2018
"63170",53,2,2018
"63171",46,2,2018
"63172",56,2,2018
"63173",71,1,2018
"63174",33,1,2018
"63175",68,2,2018
"63176",89,2,2018
"63177",19,1,2018
"63178",26,1,2018
"63179",28,2,2018
"63180",70,1,2018
"63181",38,2,2018
"63182",39,1,2018
"63183",19,1,2018
"63184",45,1,2018
"63185",47,2,2018
"63186",46,1,2018
"63187",19,2,2018
"63188",48,2,2018
"63189",38,2,2018
"63190",24,1,2018
"63191",54,2,2018
"63192",50,1,2018
"63193",48,1,2018
"63194",25,1,2018
"63195",59,1,2018
"63196",25,1,2018
"63197",28,2,2018
"63198",40,2,2018
"63199",73,2,2018
"63200",50,1,2018
"63201",20,2,2018
"63202",43,1,2018
"63203",68,2,2018
"63204",18,1,2018
"63205",54,2,2018
"63206",71,2,2018
"63207",28,2,2018
"63208",46,1,2018
"63209",47,1,2018
"63210",65,2,2018
"63211",18,1,2018
"63212",57,2,2018
"63213",65,2,2018
"63214",25,2,2018
"63215",30,1,2018
"63216",37,2,2018
"63217",68,2,2018
"63218",47,1,2018
"63219",61,1,2018
"63220",23,1,2018
"63221",27,1,2018
"63222",19,1,2018
"63223",54,1,2018
"63224",34,2,2018
"63225",89,2,2018
"63226",34,1,2018
"63227",64,1,2018
"63228",36,2,2018
"63229",42,2,2018
"63230",44,2,2018
"63231",44,1,2018
"63232",43,1,2018
"63233",77,2,2018
"63234",43,1,2018
"63235",36,1,2018
"63236",30,1,2018
"63237",58,1,2018
"63238",89,2,2018
"63239",62,1,2018
"63240",76,2,2018
"63241",51,2,2018
"63242",27,2,2018
"63243",73,1,2018
"63244",28,1,2018
"63245",34,1,2018
"63246",40,2,2018
"63247",35,2,2018
"63248",70,1,2018
"63249",82,2,2018
"63250",52,2,2018
"63251",56,1,2018
"63252",46,2,2018
"63253",33,2,2018
"63254",23,2,2018
"63255",48,1,2018
"63256",55,1,2018
"63257",56,2,2018
"63258",74,2,2018
"63259",28,2,2018
"63260",24,2,2018
"63261",62,1,2018
"63262",74,2,2018
"63263",24,2,2018
"63264",29,2,2018
"63265",59,2,2018
"63266",73,1,2018
"63267",65,1,2018
"63268",19,2,2018
"63269",22,2,2018
"63270",40,1,2018
"63271",48,1,2018
"63272",61,1,2018
"63273",49,2,2018
"63274",39,1,2018
"63275",45,2,2018
"63276",60,1,2018
"63277",32,1,2018
"63278",39,1,2018
"63279",52,2,2018
"63280",44,2,2018
"63281",59,2,2018
"63282",46,2,2018
"63283",63,1,2018
"63284",26,1,2018
"63285",31,1,2018
"63286",19,1,2018
"63287",40,2,2018
"63288",64,1,2018
"63289",25,1,2018
"63290",56,1,2018
"63291",41,2,2018
"63292",54,2,2018
"63293",40,1,2018
"63294",64,1,2018
"63295",56,2,2018
"63296",71,2,2018
"63297",50,1,2018
"63298",69,1,2018
"63299",49,1,2018
"63300",61,1,2018
"63301",38,2,2018
"63302",74,1,2018
"63303",40,2,2018
"63304",34,1,2018
"63305",41,1,2018
"63306",78,1,2018
"63307",47,2,2018
"63308",50,2,2018
"63309",41,2,2018
"63310",63,2,2018
"63311",56,1,2018
"63312",18,2,2018
"63313",25,1,2018
"63314",55,2,2018
"63315",58,1,2018
"63316",39,2,2018
"63317",42,2,2018
"63318",25,1,2018
"63319",76,2,2018
"63320",53,2,2018
"63321",57,1,2018
"63322",53,2,2018
"63323",63,1,2018
"63324",62,2,2018
"63325",56,2,2018
"63326",70,1,2018
"63327",35,1,2018
"63328",64,2,2018
"63329",32,1,2018
"63330",27,2,2018
"63331",67,1,2018
"63332",27,2,2018
"63333",31,1,2018
"63334",79,2,2018
"63335",41,2,2018
"63336",29,2,2018
"63337",42,2,2018
"63338",89,2,2018
"63339",52,2,2018
"63340",78,1,2018
"63341",77,1,2018
"63342",42,2,2018
"63343",45,1,2018
"63344",64,2,2018
"63345",83,2,2018
"63346",49,2,2018
"63347",31,2,2018
"63348",42,2,2018
"63349",25,2,2018
"63350",47,1,2018
"63351",48,2,2018
"63352",53,2,2018
"63353",57,1,2018
"63354",84,2,2018
"63355",83,2,2018
"63356",68,2,2018
"63357",64,1,2018
"63358",63,2,2018
"63359",70,2,2018
"63360",21,1,2018
"63361",29,1,2018
"63362",56,1,2018
"63363",27,1,2018
"63364",53,2,2018
"63365",68,1,2018
"63366",44,1,2018
"63367",68,2,2018
"63368",39,1,2018
"63369",57,1,2018
"63370",25,1,2018
"63371",42,2,2018
"63372",25,1,2018
"63373",19,2,2018
"63374",66,2,2018
"63375",74,1,2018
"63376",69,2,2018
"63377",26,2,2018
"63378",69,1,2018
"63379",27,2,2018
"63380",53,1,2018
"63381",35,1,2018
"63382",32,2,2018
"63383",19,2,2018
"63384",56,1,2018
"63385",69,1,2018
"63386",66,2,2018
"63387",69,2,2018
"63388",43,1,2018
"63389",43,2,2018
"63390",44,2,2018
"63391",58,1,2018
"63392",38,1,2018
"63393",49,2,2018
"63394",51,1,2018
"63395",59,2,2018
"63396",68,1,2018
"63397",73,1,2018
"63398",67,1,2018
"63399",70,1,2018
"63400",61,2,2018
"63401",50,2,2018
"63402",67,1,2018
"63403",39,1,2018
"63404",48,2,2018
"63405",19,2,2018
"63406",58,1,2018
"63407",54,2,2018
"63408",20,1,2018
"63409",89,2,2018
"63410",44,2,2018
"63411",59,1,2018
"63412",47,2,2018
"63413",46,2,2018
"63414",55,1,2018
"63415",65,1,2018
"63416",23,2,2018
"63417",28,2,2018
"63418",76,2,2018
"63419",45,1,2018
"63420",40,2,2018
"63421",77,2,2018
"63422",74,1,2018
"63423",79,2,2018
"63424",70,1,2018
"63425",61,1,2018
"63426",49,1,2018
"63427",38,1,2018
"63428",25,2,2018
"63429",36,1,2018
"63430",75,2,2018
"63431",22,1,2018
"63432",45,1,2018
"63433",26,2,2018
"63434",40,1,2018
"63435",26,2,2018
"63436",60,2,2018
"63437",32,1,2018
"63438",54,2,2018
"63439",27,1,2018
"63440",27,2,2018
"63441",34,1,2018
"63442",37,2,2018
"63443",41,1,2018
"63444",32,2,2018
"63445",43,1,2018
"63446",42,1,2018
"63447",57,1,2018
"63448",43,2,2018
"63449",41,1,2018
"63450",77,1,2018
"63451",46,1,2018
"63452",50,2,2018
"63453",25,1,2018
"63454",37,2,2018
"63455",60,2,2018
"63456",57,1,2018
"63457",38,2,2018
"63458",25,1,2018
"63459",34,1,2018
"63460",65,1,2018
"63461",34,2,2018
"63462",34,2,2018
"63463",40,2,2018
"63464",26,2,2018
"63465",23,2,2018
"63466",24,2,2018
"63467",28,2,2018
"63468",56,2,2018
"63469",84,1,2018
"63470",42,2,2018
"63471",44,1,2018
"63472",51,1,2018
"63473",61,1,2018
"63474",37,2,2018
"63475",39,1,2018
"63476",65,1,2018
"63477",39,2,2018
"63478",26,2,2018
"63479",55,2,2018
"63480",51,2,2018
"63481",50,2,2018
"63482",61,1,2018
"63483",19,2,2018
"63484",42,2,2018
"63485",30,1,2018
"63486",60,2,2018
"63487",46,2,2018
"63488",35,2,2018
"63489",75,2,2018
"63490",35,2,2018
"63491",34,1,2018
"63492",58,1,2018
"63493",55,1,2018
"63494",86,1,2018
"63495",54,1,2018
"63496",44,2,2018
"63497",55,1,2018
"63498",58,2,2018
"63499",54,1,2018
"63500",31,2,2018
"63501",51,1,2018
"63502",39,1,2018
"63503",86,2,2018
"63504",54,1,2018
"63505",26,1,2018
"63506",37,2,2018
"63507",45,1,2018
"63508",70,2,2018
"63509",43,1,2018
"63510",23,1,2018
"63511",42,2,2018
"63512",86,2,2018
"63513",72,2,2018
"63514",55,2,2018
"63515",69,1,2018
"63516",89,2,2018
"63517",68,1,2018
"63518",45,2,2018
"63519",18,2,2018
"63520",22,1,2018
"63521",66,2,2018
"63522",66,1,2018
"63523",21,1,2018
"63524",65,1,2018
"63525",29,1,2018
"63526",50,2,2018
"63527",65,1,2018
"63528",53,1,2018
"63529",32,2,2018
"63530",47,2,2018
"63531",58,1,2018
"63532",44,2,2018
"63533",50,1,2018
"63534",51,1,2018
